单据号,物资编码,物资名称,计量单位,入出库编码,入出库类型,入出库标识,库房,业务时间,数量,核算期,审核人,部门,用途,合作伙伴,单据描述,行描述,要货日期,审核时间
WXXSC260526012,SD01-61KWH-B-XC-021,SD01后端挂载,件,CRK11,外协入库,R,成品库,2026/5/26 14:14:25,240,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:23
WXHCR260526012,SD01-61KWH-B-XC-021,SD01后端挂载,件,CRK02,销售出库,C,成品库,2026/5/26 14:14:25,240,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:23
WXXSC260526012,SD01-61KWH-B-XC-013,SD01前端检修口加强梁02,件,CRK11,外协入库,R,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:24
WXHCR260526012,SD01-61KWH-B-XC-013,SD01前端检修口加强梁02,件,CRK02,销售出库,C,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:24
WXXSC260526012,SD01-61KWH-B-XC-017,SD01后端加强纵梁04,件,CRK11,外协入库,R,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:25
WXHCR260526012,SD01-61KWH-B-XC-017,SD01后端加强纵梁04,件,CRK02,销售出库,C,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:25
WXXSC260526012,SD01-61KWH-B-XC-014,SD01后端加强纵梁01,件,CRK11,外协入库,R,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:26
WXHCR260526012,SD01-61KWH-B-XC-014,SD01后端加强纵梁01,件,CRK02,销售出库,C,成品库,2026/5/26 14:14:25,120,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:27
WXXSC260526012,SD01-61KWH-B-XC-022,SD01前护板支架,件,CRK11,外协入库,R,成品库,2026/5/26 14:14:25,840,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:27
WXHCR260526012,SD01-61KWH-B-XC-022,SD01前护板支架,件,CRK02,销售出库,C,成品库,2026/5/26 14:14:25,840,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:57:27
RZZ260526274,500110-00848-01-07,F618-膨胀横梁2,件,CRK31,检验入库,R,在制成品库,2026/5/26 14:12:50,45,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260526-6211-CQYXL-1921,2026/5/26 0:00:00,2026/5/26 14:15:18
R260526005,SD01-61KWH-B-XC-016-YL,SD01后端加强纵梁03,个,CRK01,采购入库,R,原材料库,2026/5/26 14:07:15,5,202605,YXL-024,,采购收货,三星,,,2026/5/26 0:00:00,2026/5/26 14:09:19
WXXSC260526009,BP76A-XC-05,BP76A-前左边梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:35
WXHCR260526009,BP76A-XC-05,BP76A-前左边梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:36
WXXSC260526009,BP76A-XC-10,BP76A-前横梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:36
WXHCR260526009,BP76A-XC-10,BP76A-前横梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:37
WXXSC260526009,BP45B-XC-07,BP45（76）B小梁1,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:37
WXHCR260526009,BP45B-XC-07,BP45（76）B小梁1,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:38
WXXSC260526009,BP45B-XC-09,BP45（76）B小梁3,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,320,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:38
WXHCR260526009,BP45B-XC-09,BP45（76）B小梁3,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,320,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:39
WXXSC260526009,BP45A-XC-11,BP45（76）A后横梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:39
WXHCR260526009,BP45A-XC-11,BP45（76）A后横梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:40
WXXSC260526009,BP76A-XC-04,BP76A-后部角梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:40
WXHCR260526009,BP76A-XC-04,BP76A-后部角梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:41
WXXSC260526009,BP76A-XC-03,BP76A-前部角梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:41
WXHCR260526009,BP76A-XC-03,BP76A-前部角梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:51:42
WXXSC260526009,BP45A-XC-12,BP45（76）A吊耳01,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:23
WXHCR260526009,BP45A-XC-12,BP45（76）A吊耳01,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:23
WXXSC260526009,BP45A-XC-14,BP45（76）A吊耳03,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:24
WXHCR260526009,BP45A-XC-14,BP45（76）A吊耳03,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:25
WXXSC260526009,BP76A-XC-09,BP76A-后左边梁,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:25
WXHCR260526009,BP76A-XC-09,BP76A-后左边梁,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:26
WXXSC260526009,BP45B-XC-08,BP45（76）B小梁2,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:26
WXHCR260526009,BP45B-XC-08,BP45（76）B小梁2,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:26
WXXSC260526009,BP45A-XC-15,BP45（76）A支架,件,CRK11,外协入库,R,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:27
WXHCR260526009,BP45A-XC-15,BP45（76）A支架,件,CRK02,销售出库,C,成品库,2026/5/26 14:06:20,160,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 21:54:27
RZZ260526268,500110-00848-01-01,F618-前梁01,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:55:22,24,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6129-CQYXL-1825,2026/5/26 0:00:00,2026/5/26 14:00:20
BGC260526036,10062035-0-06-YL,025AC中横梁,个,CRK04,生产领用,C,原材料库,2026/5/26 13:48:00,61,202605,YXL-JG0107W,劳务3,生产,,生产领料,R20260526-6201-CQYXL,2026/5/26 0:00:00,2026/5/26 13:51:17
RZZ260526265,BP62-XC-04,BP62后横梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:45:46,1155,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260526002-000-CQYXL-1956,2026/5/26 0:00:00,2026/5/26 13:48:26
ZZKCK260526013,500104-00518-01-05-B,小卡三代-后膨胀梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 13:42:07,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9043,2026/5/26 0:00:00,2026/5/26 13:45:20
CCPRK260526013,500104-00518-01-05-B,小卡三代-后膨胀梁,个,CRK03,完工入库,R,成品库,2026/5/26 13:42:07,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9043,2026/5/26 0:00:00,2026/5/26 13:45:19
ZZKCK260526012,10062035-0-06,025AC中横梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 13:21:08,220,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9041,2026/5/26 0:00:00,2026/5/26 13:24:19
ZZKCK260526012,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 13:21:08,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9042,2026/5/26 0:00:00,2026/5/26 13:24:20
CCPRK260526012,10062035-0-06,025AC中横梁,个,CRK03,完工入库,R,成品库,2026/5/26 13:21:08,220,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9041,2026/5/26 0:00:00,2026/5/26 13:24:18
CCPRK260526012,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/26 13:21:08,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9042,2026/5/26 0:00:00,2026/5/26 13:24:19
RZZ260526256,10062035-0-11,025AC右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:18:56,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6050-CQYXL-1705,2026/5/26 0:00:00,2026/5/26 13:21:19
RZZ260526256,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:18:56,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6046-CQYXL-1756,2026/5/26 0:00:00,2026/5/26 13:21:19
BGC260526032,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/26 13:12:01,45,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260526-6173-CQYXL,2026/5/26 0:00:00,2026/5/26 13:15:16
RZZ260526252,10062035-0-05,025AC前横梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:08:08,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260514-5566-CQYXL-0444,2026/5/26 0:00:00,2026/5/26 13:12:19
RZZ260526250,500104-00518-01-05-B,小卡三代-后膨胀梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 13:00:05,42,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6122-CQYXL-1709,2026/5/26 0:00:00,2026/5/26 13:03:30
RZZ260526248,500104-00518-01-010-02-C,小卡三代-右边框,件,CRK31,检验入库,R,在制成品库,2026/5/26 12:52:39,50,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6000-CQYXL-1661,2026/5/26 0:00:00,2026/5/26 12:54:19
RZZ260526247,10062035-0-06,025AC中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 12:48:20,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6048-CQYXL-1789,2026/5/26 0:00:00,2026/5/26 12:51:18
ZZKCK260526011,10062035-0-05,025AC前横梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 11:48:18,272,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9040,2026/5/26 0:00:00,2026/5/26 11:51:18
CCPRK260526011,10062035-0-05,025AC前横梁,个,CRK03,完工入库,R,成品库,2026/5/26 11:48:17,272,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9040,2026/5/26 0:00:00,2026/5/26 11:51:17
BGC260526031,500110-00799-01-03,AWT87.3-横梁02,个,CRK04,生产领用,C,二次机加库,2026/5/26 11:48:04,63,202605,YXL-JG0110W,劳务6,生产,,生产领料,R20260526-6197-CQYXL,2026/5/26 0:00:00,2026/5/26 11:51:17
RZZ260526223,BP76A-XC-07,BP76A-右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 11:34:56,245,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260525026-000-CQYXL-1857,2026/5/26 0:00:00,2026/5/26 11:36:16
ZZKCK260526010,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 11:15:07,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9039,2026/5/26 0:00:00,2026/5/26 11:18:26
CCPRK260526010,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/26 11:15:07,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9039,2026/5/26 0:00:00,2026/5/26 11:18:24
ZZKCK260526009,10062035-0-11,025AC右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 11:06:07,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9038,2026/5/26 0:00:00,2026/5/26 11:12:19
CCPRK260526009,10062035-0-11,025AC右边梁,个,CRK03,完工入库,R,成品库,2026/5/26 11:06:07,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9038,2026/5/26 0:00:00,2026/5/26 11:12:19
RZZ260526213,10062035-0-11,025AC右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/26 11:02:40,50,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-5997-CQYXL-1671,2026/5/26 0:00:00,2026/5/26 11:06:18
ZZKCK260526008,10062035-0-03,025AC左边梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 10:42:09,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9037,2026/5/26 0:00:00,2026/5/26 10:45:20
CCPRK260526008,10062035-0-03,025AC左边梁,个,CRK03,完工入库,R,成品库,2026/5/26 10:42:09,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9037,2026/5/26 0:00:00,2026/5/26 10:45:19
RZZ260526205,500110-00848-01-07,F618-膨胀横梁2,件,CRK31,检验入库,R,在制成品库,2026/5/26 10:38:28,56,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260523-6034-CQYXL-1569,2026/5/26 0:00:00,2026/5/26 10:42:21
RZZ260526202,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/26 10:29:29,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260524-6125-CQYXL-1696,2026/5/26 0:00:00,2026/5/26 10:33:25
ZZKCK260526007,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/26 10:18:11,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260526_9036,2026/5/26 0:00:00,2026/5/26 10:21:20
CCPRK260526007,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/26 10:18:11,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260526_9036,2026/5/26 0:00:00,2026/5/26 10:21:20
